title,price,Name:,Yacht Type:,"Series, Model, Class:",Builder:,Length Overall:,Length at Waterline:,Beam:,Max Draught:,Gross Tonnage:,Displacement Tonnage:,Year of Build:,Hull Type:,Number of Decks:,Classification:,Max Speed:,Cruising Speed:,Fuel Capacity:,Range:,V1,Engine Make:,Total power:,Hull:,Superstructure:,Deck:,Guests:,Passenger Rooms:,Master Rooms:,Double Rooms: ,Twin Rooms:,Yacht Subtype:,Interior Designer:,Refits:,Hull Number:,Water Capacity:,Naval Architect:,Exterior Designer:,VIP Rooms:,Build time:
INVADER for sale,POA,INVADER,Motor Yacht,50,Codecasa ,49.9  metres,42.95  metres,9.5  metres,3.11  metres,608,480,1999,Full Displacement,3,LR,18  kn,15  kn,120000  litres,7500  nm,@ 12  kn,Caterpillar ,4400hp ,Steel,Aluminium,Teak,12,6,NA,NA,NA,NA,NA,NA,C.106,19000  litres,NA,NA,NA,NA
BLINK for sale,"€7,250,000",BLINK,Motor Yacht,Akhir 41,Cantieri di Pisa ,41  metres,NA,7.77  metres,2.36  metres,310,NA,2009,Deep V / Planing,2,ABS,29  kn,25  kn,31000  litres,2740  nm,@ 12  kn,MTU ,7296hp ,GRP,GRP,Teak,8,5,1,1,1,NA,NA,NA,701,4000  litres,NA,NA,NA,NA
ELEMENTS for sale,"€112,000,000",ELEMENTS,Motor Yacht,NA,Yachtley ,80  metres,NA,13  metres,3.81  metres,2443,1825,2019,Full Displacement,4,LR,18.4  kn,17  kn,327000  litres,8000  nm,@ 14  kn,MTU ,NA,Steel,Aluminium,NA,24,12,NA,NA,NA,Displacement ,Cristiano Gatto Design ,NA,NA,71000  litres,"Yachtley, Alpha Marine ",Alpha Marine ,NA,NA
BOWSPRIT for sale,"€22,500,000",BOWSPRIT,Motor Yacht,NA,Vittoria Yachts ,54.17  metres,NA,9  metres,2.5  metres,499,NA,2023,Full Displacement,3,RINA,16  kn,14  kn,NA,6500  nm,@ 10  kn,MTU ,NA,Steel,Aluminium,Teak,12,6,1,2,2,NA,NA,NA,NA,NA,NA,NA,1,NA
KATINA for sale,"€29,500,000",KATINA,Motor Yacht,NA,Brodosplit ,60  metres,NA,10.68  metres,3.1  metres,1212,NA,2015,Full Displacement,4,CRS,14  kn,12  kn,NA,4000  nm,@ 12  kn,Caterpillar ,NA,Steel,Aluminium,Teak,12,6,1,NA,3,NA,NA,NA,NA,NA,NA,NA,2,NA
QUANTUM OF SOLACE for sale,"€56,400,000",QUANTUM OF SOLACE,Motor Yacht,NA,Turquoise Yachts ,72.6  metres,63.5  metres,12.04  metres,4  metres,1730,1300,2012,Full Displacement,3,NA,17  kn,15  kn,203000  litres,4750  nm,@ 15  kn,Caterpillar ,4894hp ,Steel,Aluminium,Teak,14,7,1,NA,5,Displacement ,H2 Yacht Design ,NA,54,36000  litres,"Hydro Tec, Turquoise Yachts ",H2 Yacht Design ,1,NA
MOSAIQUE for sale,"$15,500,000",MOSAIQUE,Motor Yacht,NA,Turquoise Yachts ,50  metres,44.55  metres,9.3  metres,2.74  metres,589,480,2002,Full Displacement,3,ABS,15  kn,14  kn,85000  litres,4500  nm,@ 12  kn,Caterpillar ,2200hp ,Steel,Aluminium,Teak,12,5,1,4,1,NA,NA,2020-01-01,35,24000  litres,NA,NA,NA,NA
LAUREL for sale,"$69,500,000",LAUREL,Motor Yacht,NA,Delta Marine ,73.15  metres,64.35  metres,12.26  metres,3.66  metres,1595,NA,2006,Full Displacement,3,LR,16  kn,14  kn,173288  litres,6000  nm,@ 10  kn,Caterpillar ,5000hp ,Steel,GRP,Teak,12,6,1,4,1,NA,NA,NA,236-001,41635  litres,NA,NA,NA,NA
LADY CHARLOTTE for sale,"€17,500,000",LADY CHARLOTTE,Motor Yacht,NA,Feadship ,41.55  metres,32.9  metres,8.55  metres,2.86  metres,401,400,2003,Full Displacement,3,LR,13.5  kn,12  kn,45400  litres,3000  nm,@ 10.5  kn,Caterpillar ,1240hp ,Steel,Aluminium,Teak,8,4,1,NA,2,NA,NA,2020-05-01,665,14500  litres,NA,NA,1,NA
LADY CHARLOTTE for sale,VAT paid,LADY CHARLOTTE,Motor Yacht,NA,Feadship ,41.55  metres,32.9  metres,8.55  metres,2.86  metres,401,400,2003,Full Displacement,3,LR,13.5  kn,12  kn,45400  litres,3000  nm,@ 10.5  kn,Caterpillar ,1240hp ,Steel,Aluminium,Teak,8,4,1,NA,2,NA,NA,2020-05-01,665,14500  litres,NA,NA,1,NA
ACE for sale,"€8,400,000",ACE,Motor Yacht,SL96A,Sanlorenzo ,29.06  metres,NA,6.78  metres,1.92  metres,100,NA,2021,Deep V / Planing,2,NA,28  kn,25  kn,NA,NA,NA,MTU ,NA,GRP,GRP,Teak,NA,NA,NA,NA,NA,NA,NA,NA,745,NA,NA,NA,NA,NA
HOSPITALITY for sale,"$29,750,000",HOSPITALITY,Motor Yacht,164,Westport ,50  metres,43.53  metres,9.4  metres,2.4  metres,492,350,2011,Full Displacement,3,ABS,24  kn,20  kn,75700  litres,3700  nm,@ 12  kn,MTU ,7300hp ,GRP,GRP,Teak,16,7,NA,NA,NA,NA,Donald Starkey ,NA,5008,7570  litres,NA,William Garden ,NA,NA
IMPETUOUS for sale,"€2,900,000",IMPETUOUS,Motor Yacht,84,Moonen Yachts ,27.3  metres,23.38  metres,6.37  metres,1.75  metres,89.39,106,2002,Full Displacement,2,LR,12  kn,11  kn,18600  litres,2800  nm,@ 10  kn,Caterpillar ,960hp ,Steel,Aluminium,Teak,8,4,1,NA,2,NA,NA,NA,175,3800  litres,NA,NA,1,NA
GIOIA for sale,"$12,500,000",GIOIA,Motor Yacht,Navetta 33,Custom Line ,32.92  metres,27.95  metres,7.52  metres,2.19  metres,262,183,2018,Semi Displacement,3,RINA,18  kn,12  kn,18699.94  litres,1850  nm,@ 10  kn,MAN ,2800hp ,Fiberglass,GRP,Teak,10,5,1,2,2,NA,NA,NA,N33-05,3100.25  litres,NA,NA,NA,NA
SIRENE for sale,"$1,199,000",SIRENE,Motor Yacht,NA,Burger Boat ,25.3  metres,23.56  metres,6.58  metres,1.89  metres,110,NA,1990,Semi Displacement,2,NA,19  kn,17.5  kn,20817  litres,NA,NA,Detroit Diesel ,2160hp ,Aluminium,Aluminium,"Aluminium,Teak",6,3,1,NA,2,NA,NA,"1999-01-01,2007-01-01,2021-02-01",471C,3406  litres,NA,NA,NA,NA
ADYTUM for sale,"$7,900,000",ADYTUM,Motor Yacht,NA,Hakvoort ,33.68  metres,29  metres,7.92  metres,2.6  metres,271,260,2002,Full Displacement,3,LR,12  kn,10  kn,59220  litres,5500  nm,@ 10  kn,Caterpillar ,964hp ,Steel,Aluminium,Teak,8,4,NA,NA,NA,NA,Ken Freivokh ,NA,234,7500  litres,NA,NA,NA,NA
NEW STAR for sale,"€2,800,000",NEW STAR,Motor Yacht,Tradition,Benetti ,30.8  metres,25.5  metres,7.15  metres,1.66  metres,193,152,2002,Semi Displacement,3,Rina – MCA,17  kn,11  kn,20000  litres,2100  nm,@ 10  kn,MTU ,2700hp ,GRP,GRP,Teak,8,4,1,NA,2,NA,NA,2022-08-07,BT 02,4600  litres,NA,NA,1,NA
NEW STAR for sale,VAT paid,NEW STAR,Motor Yacht,Tradition,Benetti ,30.8  metres,25.5  metres,7.15  metres,1.66  metres,193,152,2002,Semi Displacement,3,Rina – MCA,17  kn,11  kn,20000  litres,2100  nm,@ 10  kn,MTU ,2700hp ,GRP,GRP,Teak,8,4,1,NA,2,NA,NA,2022-08-07,BT 02,4600  litres,NA,NA,1,NA
SLYDER 80 for sale,"€9,000,000",SLYDER 80,Sail Yacht,NA,Mavea Yachts,24  metres,NA,NA,NA,NA,NA,2024,NA,NA,NA,24  kn,7  kn,NA,NA,NA,NA,NA,NA,NA,NA,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APMONIA for sale,"€5,900,000",APMONIA,Motor Yacht,3700 Fly 7,Couach Yachts ,36.8  metres,NA,7.3  metres,1.85  metres,197,110,2008,Deep V / Planing,2,BV,30  kn,27  kn,22000  litres,2000  nm,@ 12  kn,MTU ,5470hp ,GRP,GRP,Teak,10,5,NA,NA,NA,NA,NA,NA,3702 FLY,3000  litres,NA,NA,NA,NA
ARK 401 for sale,"€6,950,000",ARK 401,Sail Yacht,NA,Ark Yacht ,40  metres,28.38  metres,8.2  metres,4.6  metres,130,237,2023,Monohull,NA,RINA,NA,NA,9300  litres,NA,NA,NA,750hp ,Steel,Steel,Teak,8,4,1,1,1,NA,NA,NA,E401,4260  litres,NA,NA,1,NA
SEA OWL for sale,"$90,000,000",SEA OWL,Motor Yacht,NA,Feadship ,62  metres,54.2  metres,12.2  metres,3.7  metres,1494,NA,2013,Full Displacement,3,NA,16  kn,15  kn,147300  litres,5000  nm,@ 12  kn,MTU ,4076hp ,Steel,Aluminium,Teak,14,7,1,3,2,NA,Winch Design ,NA,807,38380  litres,Feadship De Voogt Naval Architects ,Winch Design ,NA,NA
EUROCRAFT 44 EXPLORER for sale,"€17,990,000",EUROCRAFT 44 EXPLORER,Motor Yacht,44m Explorer,Eurocraft ,43.5  metres,NA,8.2  metres,3  metres,478,425,2022,Full Displacement,4,RINA,13.5  kn,10  kn,105000  litres,11660  nm,@ 10  kn,MTU ,NA,Steel,Aluminium,Teak,12,6,1,2,3,"Displacement, Expedition Yacht ",NA,NA,607,23270  litres,NA,NA,NA,NA
ANTARES for sale,"$1,790,000",ANTARES,Motor Yacht,Offshore Voyager 80,Offshore Yachts ,24.63  metres,22.25  metres,6.55  metres,1.58  metres,NA,78,2002,Semi Displacement,3,NA,16  kn,13  kn,11355  litres,2100  nm,@ 9  kn,Caterpillar ,1600hp ,GRP,GRP,Teak,6,NA,NA,NA,NA,NA,NA,NA,NA,2271  litres,NA,NA,NA,NA
STEP ONE for sale,"$33,700,000",STEP ONE,Motor Yacht,LE 180,Amels ,55  metres,49.6  metres,9  metres,3.35  metres,672,720,2012,Full Displacement,3,NA,15.5  kn,13  kn,115000  litres,4500  nm,@ 13  kn,MTU ,2816hp ,Steel,Aluminium,Teak,10,5,NA,NA,NA,NA,Laura Sessa Design ,NA,460,17000  litres,Amels ,Tim Heywood ,NA,NA
H for sale,"€10,900,000",H,Motor Yacht,Grande 32M,Azimut ,31.28  metres,NA,7.23  metres,1.9  metres,212,219,2020,Deep V / Planing,2,RINA,27  kn,21  kn,17000  litres,1000  nm,@ 12  kn,MTU ,4400hp ,GRP,"Carbon Fibre,GRP",Teak,10,5,1,1,1,NA,Salvagni Architetti ,NA,18,3200  litres,NA,Stefano Righini ,2,NA
ARESTEAS for sale,"€12,500,000",ARESTEAS,Sail Yacht,NA,Yildizlar,50.75  metres,41.95  metres,10.28  metres,4.55  metres,488,NA,2017,Monohull,NA,RINA,15  kn,11  kn,40500  litres,3000  nm,@ 10  kn,MTU ,2410hp ,"Epoxy,Wood","Epoxy,Wood",Teak,12,6,1,1,2,Motorsailer ,Luxury Projects ,NA,NA,10100  litres,Fuat Turan ,Fuat Turan ,2,NA
ELENA for sale,"€890,000",ELENA,Motor Yacht,NA,Kramer & Booy ,26.2  metres,22.85  metres,6.72  metres,2.95  metres,138,NA,1968,Full Displacement,3,NA,10  kn,8  kn,30000  litres,NA,NA,Deutz ,400hp ,Steel,Steel,Steel,6,3,1,2,NA,"Displacement, Expedition Yacht, Classic Yacht ",NA,2017-03-01,NA,3000  litres,Kramer & Booy ,Kramer & Booy ,NA,NA
O'RIANA for sale,"€7,750,000",O'RIANA,Motor Yacht,NA,Golden Yachts ,32.96  metres,25.46  metres,7  metres,1.26  metres,163,124.8,2023,Deep V / Planing,3,RINA,25  kn,23  kn,16500  litres,NA,@ 12  kn,MTU ,4800hp ,GRP,NA,Teak,10,5,1,NA,2,NA,NA,NA,693,3000  litres,NA,NA,1,NA
BLUE VISION for sale,"€11,500,000",BLUE VISION,Motor Yacht,Vision,Benetti ,43.6  metres,38.5  metres,9  metres,2.8  metres,456,380,2007,Full Displacement,3,AB,14  kn,12  kn,63000  litres,4000  nm,@ 12  kn,Caterpillar ,2650hp ,GRP,GRP,Teak,10,5,1,2,2,Displacement ,Pulina Exclusive Interiors ,NA,BV 08,10000  litres,Benetti ,Stefano Righini ,NA,NA
GALILEO 80 for sale,POA,GALILEO 80,Motor Yacht,NA,Admiral - The Italian Sea Group ,80  metres,NA,13  metres,3.66  metres,2000,NA,NA,NA,NA,NA,16  kn,14  kn,NA,NA,NA,NA,NA,NA,NA,NA,14,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAJESTIC for sale,"$519,000",MAJESTIC,Sail Yacht,NA,Tayana,17.68  metres,NA,4.8  metres,2.13  metres,52,NA,2006,NA,NA,NA,9  kn,6  kn,1211.33  litres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,946.35  litres,NA,NA,NA,NA
ADMIRAL MOMENTUM 60 for sale,POA,ADMIRAL MOMENTUM 60,Motor Yacht,NA,Admiral - The Italian Sea Group ,59.6  metres,NA,10.6  metres,NA,NA,NA,NA,NA,NA,NA,15  kn,14  kn,NA,NA,NA,NA,NA,NA,NA,NA,12,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ADMIRAL MOMENTUM 47 for sale,POA,ADMIRAL MOMENTUM 47,Motor Yacht,NA,Admiral - The Italian Sea Group ,47  metres,NA,8.9  metres,3.3  metres,499,NA,NA,NA,NA,NA,16  kn,15  kn,NA,NA,NA,NA,NA,NA,NA,NA,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TECNOMAR EVO 130 for sale,POA,TECNOMAR EVO 130,Motor Yacht,NA,Tecnomar - The Italian Sea Group ,39.8  metres,NA,9.6  metres,1.5  metres,NA,NA,NA,NA,NA,RINA CE,19  kn,17  kn,NA,NA,NA,NA,NA,NA,NA,NA,12,6,NA,NA,NA,NA,Gian Marco Campanino ,NA,NA,NA,NA,Gian Marco Campanino ,NA,NA
FREDRIKSTAD for sale,VAT paid,FREDRIKSTAD,Motor Yacht,NA,Smedvik Mek Verksted,22.86  metres,NA,6.02  metres,3.63  metres,99.4,135,1968,NA,NA,NA,12  kn,11  kn,22000  litres,NA,NA,NA,NA,NA,NA,NA,8,3,NA,NA,NA,Classic Yacht ,NA,2021-01-01,NA,6500  litres,NA,NA,NA,NA
TECNOMAR EVO 120 for sale,POA,TECNOMAR EVO 120,Motor Yacht,NA,Tecnomar - The Italian Sea Group ,36.6  metres,NA,8.4  metres,1.3  metres,250,NA,NA,NA,NA,NA,20  kn,18  kn,NA,NA,NA,NA,NA,NA,NA,NA,10,4,NA,NA,NA,NA,Gian Marco Campanino ,NA,NA,NA,NA,Gian Marco Campanino ,NA,NA
ADMIRAL MOMENTUM 85 for sale,POA,ADMIRAL MOMENTUM 85,Motor Yacht,NA,Admiral - The Italian Sea Group ,85  metres,NA,13  metres,NA,NA,NA,NA,NA,NA,NA,15  kn,14  kn,NA,NA,NA,NA,NA,NA,NA,NA,14,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ADMIRAL S-FORCE 55 for sale,"€32,900,000",ADMIRAL S-FORCE 55,Motor Yacht,NA,Admiral - The Italian Sea Group ,55  metres,NA,8.6  metres,2.3  metres,499,380,2023,Semi Displacement,3,NA,18  kn,15  kn,63000  litres,3500  nm,@ 12  kn,Caterpillar ,NA,Aluminium,Aluminium,Teak,14,6,1,2,2,NA,NA,NA,600,16000  litres,NA,NA,1,NA
LAURENTIA for sale,"€49,900,000",LAURENTIA,Motor Yacht,2017,Heesen Yachts ,54.86  metres,NA,9.6  metres,2.85  metres,740,600,2017,Fast Displacement,3,LR,16  kn,13  kn,99934.89  litres,5  nm,@ 13  kn,MTU ,2680hp ,Steel,Aluminium,Teak,12,6,1,2,2,NA,NA,NA,177 55,24998.86  litres,NA,NA,1,NA
THE PEARL for sale,"$3,499,000",THE PEARL,Motor Yacht,Motoryacht,Intermarine - Italy ,35.97  metres,29.55  metres,7.62  metres,1.98  metres,246,175,1998,Semi Displacement,3,NA,20  kn,15  kn,25740.81  litres,1  nm,@ 14  kn,MTU ,3600hp ,Composite,GRP,Teak,8,5,1,NA,1,NA,NA,NA,65/US1,3001.83  litres,NA,NA,2,NA
DONA FRANCISCA for sale,"$24,500,000",DONA FRANCISCA,Sail Yacht,Schooner,Custom ,52.43  metres,39  metres,8.63  metres,3.48  metres,292,215,2014,Monohull,NA,RINA,14  kn,10  kn,16996.5  litres,NA,NA,Caterpillar ,873hp ,Composite,Carbon Fibre,Teak,8,4,1,NA,2,NA,NA,NA,NA,5136.8  litres,NA,NA,1,NA
CIAO for sale,"€3,995,000",CIAO,Motor Yacht,94,Moonen Yachts ,29  metres,25.5  metres,6.8  metres,1.8  metres,NA,120,2007,Semi Displacement,2,LR,26  kn,19  kn,18900  litres,2500  nm,@ 11  kn,Caterpillar ,3650hp ,Aluminium,Aluminium,Teak,8,4,1,NA,2,NA,NA,2018-01-01,184,3900  litres,NA,NA,1,NA
CRESCENT LADY for sale,"$10,950,000",CRESCENT LADY,Motor Yacht,117,Crescent Custom Yachts ,35.66  metres,NA,7.32  metres,1.83  metres,NA,NA,2020,Deep V / Planing,2,NA,26.5  kn,19  kn,19793.92  litres,2  nm,NA,Caterpillar ,3850hp ,Fiberglass,GRP,Teak,10,5,1,3,2,NA,NA,NA,CCY27,3119.18  litres,NA,NA,NA,NA
SHALIMAR for sale,"$3,175,000",SHALIMAR,Motor Yacht,TriDeck,Azimut ,35.97  metres,32.3  metres,7.32  metres,1.68  metres,268,142,1994,Deep V / Planing,2,NA,15  kn,12  kn,16652.03  litres,650  nm,@ 14  kn,MTU ,5220hp ,Fiberglass,GRP,Teak,10,5,1,2,2,NA,NA,NA,AZ 118/11,2271.25  litres,NA,NA,NA,NA
CUSTOM 112 for sale,"$1,999,999",CUSTOM 112,Motor Yacht,112,Custom ,34.14  metres,28.7  metres,7.98  metres,1.83  metres,260,118,2023,Full Displacement,3,NA,15  kn,12  kn,59992  litres,3000  nm,@ 12  kn,Caterpillar ,2000hp ,Aluminum,Aluminium,Teak,10,5,1,2,2,NA,NA,NA,NA,1211  litres,NA,NA,NA,NA
CASI CIELO for sale,"$2,900,000",CASI CIELO,Motor Yacht,108,Westship ,32.9184  metres,29.75  metres,7.0104  metres,1.68  metres,189,NA,1999,Semi Displacement,2,NA,24  kn,21  kn,18925  litres,2000  nm,@ 12  kn,MTU ,3050hp ,GRP,GRP,"GRP,Teak",8,5,1,2,1,NA,NA,NA,7621,2838  litres,NA,NA,1,NA
11.11 for sale,"€49,900,000",11.11,Motor Yacht,NA,Benetti ,63  metres,NA,10.8  metres,3.5  metres,1181,NA,2015,Full Displacement,4,LR,16.5  kn,14  kn,119000  litres,5000  nm,@ 12  kn,Caterpillar ,3620hp ,Steel,Aluminium,Teak,14,6,2,4,NA,Displacement ,Candy & Candy ,NA,FB 265,20000  litres,Benetti ,Benetti ,NA,NA
VOYAGER for sale,"€8,500,000",VOYAGER,Motor Yacht,NA,Celaya ,61.72  metres,54.1  metres,9.48  metres,3.78  metres,752,825,1973,Full Displacement,3,NA,17  kn,14  kn,138100  litres,5700  nm,@ 11  kn,Caterpillar ,2250hp ,Steel,"Aluminium,Steel",Teak,12,6,1,5,NA,NA,NA,NA,132,41650  litres,NA,NA,NA,NA
VOYAGER for sale,VAT paid,VOYAGER,Motor Yacht,NA,Celaya ,61.72  metres,54.1  metres,9.48  metres,3.78  metres,752,825,1973,Full Displacement,3,NA,17  kn,14  kn,138100  litres,5700  nm,@ 11  kn,Caterpillar ,2250hp ,Steel,"Aluminium,Steel",Teak,12,6,1,5,NA,NA,NA,NA,132,41650  litres,NA,NA,NA,NA
AZTECA for sale,"€3,250,000",AZTECA,Motor Yacht,NA,Feadship ,46.6  metres,37.8  metres,8.4  metres,2.5  metres,435,472,1983,Semi Displacement,3,-,21.5  kn,18  kn,50000  litres,1500  nm,@ 15  kn,MTU ,6000hp ,Aluminium,Aluminium,Teak,10,5,1,NA,2,Semi-displacement ,Jon Bannenberg Ltd. ,"1997-01-01,2002-01-01",626,12000  litres,Frits De Voogt ,Jon Bannenberg Ltd. ,2,NA
LADY VICTORIA for sale,"$6,450,000",LADY VICTORIA,Motor Yacht,NA,Feadship ,36.45  metres,31.4  metres,8.02  metres,2.1  metres,294,270,1991,Full Displacement,3,LR,13  kn,11  kn,40000  litres,5000  nm,@ 10.5  kn,"MTU, MAN ","1004hp, 1476hp ",Steel,Aluminium,Teak,6,3,1,NA,1,NA,NA,2016-01-01,767,5000  litres,NA,Studio De Voogt ,1,NA
OUTLAW for sale,"€250,000",OUTLAW,Sail Yacht,NA,Souters of Cowe,14.86  metres,NA,3.99  metres,2.5  metres,NA,NA,1963,NA,NA,NA,NA,5.5  kn,NA,NA,NA,NA,NA,NA,NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MONACO for sale,"€5,900,000",MONACO,Motor Yacht,NA,Feadship ,37.95  metres,33.38  metres,7  metres,3.3  metres,257,NA,1982,Full Displacement,3,LR,14  kn,12  kn,36000  litres,4000  nm,@ 10  kn,Caterpillar ,1800hp ,Steel,Aluminium,Teak,8,4,1,NA,2,NA,"Francois Zuretti, Benetti ","2006-01-01,1993-01-01,2002-01-01",741,7300  litres,NA,Stefano Righini ,1,NA
MONACO for sale,VAT paid,MONACO,Motor Yacht,NA,Feadship ,37.95  metres,33.38  metres,7  metres,3.3  metres,257,NA,1982,Full Displacement,3,LR,14  kn,12  kn,36000  litres,4000  nm,@ 10  kn,Caterpillar ,1800hp ,Steel,Aluminium,Teak,8,4,1,NA,2,NA,"Francois Zuretti, Benetti ","2006-01-01,1993-01-01,2002-01-01",741,7300  litres,NA,Stefano Righini ,1,NA
KOGO for sale,"$69,500,000",KOGO,Motor Yacht,NA,Alstom Marine ,71.71  metres,65.1  metres,13.6  metres,3.75  metres,2100,1760,2006,Full Displacement,3,LR,18  kn,15  kn,203000  litres,7000  nm,@ 12  kn,ABB ,4892hp ,Steel,Aluminium,Teak,12,6,1,4,1,Displacement ,NA,2016-01-01,829,58000  litres,NA,Tim Heywood ,NA,NA
TIGRIS for sale,"€450,000",TIGRIS,Sail Yacht,NA,MaCallister,18.6  metres,NA,3.4  metres,NA,NA,NA,1899,NA,NA,NA,NA,6.5  kn,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,Classic Yacht ,NA,2014-01-01,NA,NA,NA,NA,NA,NA
ALL OCEAN YACHTS 90 STEEL OR FIBREGLASS for sale,"$8,350,000",ALL OCEAN YACHTS 90 STEEL OR FIBREGLASS,Motor Yacht,NA,All Ocean Yachts ,27.43  metres,23.77  metres,7.37  metres,2.44  metres,NA,NA,2024,Full Displacement,3,NA,10.5  kn,10  kn,37097  litres,4000  nm,@ 9.5  kn,Caterpillar ,900hp ,Steel,Aluminium,Teak,8,4,1,1,2,"Displacement, Expedition Yacht ",Luiz De Basto ,NA,NA,11356  litres,NA,Luiz De Basto ,NA,NA
ALL OCEAN YACHTS 100 STEEL OR FIBERGLASS for sale,"$8,950,000",ALL OCEAN YACHTS 100 STEEL OR FIBERGLASS,Motor Yacht,NA,All Ocean Yachts ,30.48  metres,26.82  metres,7.37  metres,2.44  metres,NA,NA,2024,Full Displacement,3,NA,10.5  kn,10  kn,37097  litres,4000  nm,@ 9.5  kn,Caterpillar ,900hp ,Steel,Aluminium,Teak,8,4,1,1,2,"Displacement, Expedition Yacht ",Luiz De Basto ,NA,NA,11356  litres,NA,Luiz De Basto ,NA,NA
ALL OCEAN YACHTS 103 STEEL OR FIBERGLASS for sale,"$9,350,000",ALL OCEAN YACHTS 103 STEEL OR FIBERGLASS,Motor Yacht,NA,All Ocean Yachts ,31.4  metres,27.7  metres,7.5  metres,2.4  metres,NA,NA,2024,Full Displacement,3,NA,13  kn,10  kn,37093  litres,4000  nm,@ 10  kn,Caterpillar ,900hp ,Steel,Aluminium,Teak,8,4,1,NA,2,"Displacement, Expedition Yacht ",Luiz De Basto ,NA,NA,11355  litres,NA,Luiz De Basto ,1,NA
OVERING 120 for sale,"$14,950,000",OVERING 120,Motor Yacht,NA,Inace ,36.58  metres,NA,8.84  metres,NA,430,270,2024,Full Displacement,3,NA,13  kn,12  kn,47691  litres,5000  nm,@ 12  kn,Caterpillar ,900hp ,NA,NA,NA,10,5,1,3,1,"Displacement, Expedition Yacht ",Michael Kirschstein ,NA,NA,13039  litres,"Jon Overing, Inace ",Jon Overing ,NA,NA
BRAY OCEAN ROVER 132 for sale,"€14,900,000",BRAY OCEAN ROVER 132,Motor Yacht,Ocean Rover 132,All Ocean Yachts ,40.23  metres,NA,9.37  metres,2.49  metres,NA,NA,2024,Full Displacement,3,NA,14  kn,12  kn,81386  litres,6000  nm,@ 12  kn,Caterpillar ,1342hp ,Steel,Steel,Teak,12,5,1,2,2,"Displacement, Expedition Yacht ",Michael Kirschstein ,NA,NA,11356  litres,Patrick Bray Yacht Design ,Patrick Bray Yacht Design ,NA,NA
ETOUPE for sale,"€1,850,000",ETOUPE,Motor Yacht,Elegance 90,Horizon ,27.43  metres,23.98  metres,6.4  metres,1.9  metres,72,80,2007,Semi Displacement,2,NA,20  kn,13  kn,10000  litres,400  nm,@ 13  kn,MTU ,4000hp ,GRP,GRP,Teak,6,3,NA,NA,NA,Semi-displacement ,Horizon ,2017-01-01,90-902,2000  litres,Horizon ,Horizon ,NA,NA
ETOUPE for sale,VAT paid,ETOUPE,Motor Yacht,Elegance 90,Horizon ,27.43  metres,23.98  metres,6.4  metres,1.9  metres,72,80,2007,Semi Displacement,2,NA,20  kn,13  kn,10000  litres,400  nm,@ 13  kn,MTU ,4000hp ,GRP,GRP,Teak,6,3,NA,NA,NA,Semi-displacement ,Horizon ,2017-01-01,90-902,2000  litres,Horizon ,Horizon ,NA,NA
ORIENT EXPRESS for sale,"$3,485,000",ORIENT EXPRESS,Motor Yacht,80,Ocean Alexander ,25.91  metres,20.28  metres,6.1  metres,1.52  metres,117,NA,2010,Semi Displacement,3,NA,26  kn,18  kn,2000  litres,1100  nm,@ 12  kn,Caterpillar ,3244hp ,GRP,GRP,Teak,6,3,1,1,NA,NA,NA,NA,80603,350  litres,NA,NA,1,NA
VRIPACK CLASSIC for sale,"€785,000",VRIPACK CLASSIC,Motor Yacht,NA,Van Den Berg ,19.3  metres,NA,5.5  metres,1.53  metres,65,NA,2002,NA,NA,NA,NA,7  kn,11800  litres,NA,NA,Perkins ,NA,NA,NA,NA,6,3,NA,NA,NA,NA,RMK Marine ,NA,NA,5000  litres,"Vripack, Dick Boon ","Vripack, Dick Boon ",NA,NA
AVICCI for sale,"$1,599,000",AVICCI,Motor Yacht,84,Viking ,25.6  metres,NA,6.19  metres,1.65  metres,NA,66,2002,Deep V / Planing,2,NA,25  kn,23  kn,8402  litres,500  nm,@ 12  kn,MTU ,4000hp ,GRP,GRP,NA,10,4,1,1,2,Planing Fast Yacht ,Viking ,NA,NA,1907  litres,Viking ,Viking ,NA,NA
PAB for sale,"€2,450,000",PAB,Motor Yacht,31,CNL Admiral ,31.9  metres,25.5  metres,7.1  metres,2.1  metres,NA,110,2004,Deep V / Planing,2,NA,27  kn,28  kn,22200  litres,1000  nm,@ 28  kn,MTU ,4570hp ,Aluminium,Aluminium,Teak,8,4,1,1,2,NA,NA,NA,106,4000  litres,CNL Admiral ,NA,NA,NA
